User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class
521,OnePlus 9,Android,350,6.5,2364,75,1485,20,Male,4
65,Samsung Galaxy S21,Android,459,7,1982,67,1091,43,Male,4
15,iPhone 12,iOS,189,5.4,1754,53,779,49,Female,3
157,Xiaomi Mi 11,Android,86,1.7,439,19,136,54,Male,1
41,Xiaomi Mi 11,Android,240,4.7,1464,52,708,56,Female,3
493,Xiaomi Mi 11,Android,87,1.5,594,19,198,36,Female,1
380,OnePlus 9,Android,106,3,922,22,313,51,Male,2
188,OnePlus 9,Android,75,1.1,379,15,185,37,Male,1
217,iPhone 12,iOS,402,6.9,2282,78,1397,40,Male,4
53,Samsung Galaxy S21,Android,125,2.7,690,28,393,27,Female,2
338,Samsung Galaxy S21,Android,30,1.3,561,15,252,34,Male,1
296,OnePlus 9,Android,65,1.8,481,18,130,41,Male,1
252,OnePlus 9,Android,441,7.9,2332,78,1477,23,Female,4
462,Samsung Galaxy S21,Android,0,3.3,0,0,438,55,Male,2
456,iPhone 12,iOS,74,1.6,436,13,182,27,Female,1
698,Google Pixel 5,Android,99,3.1,942,22,457,50,Female,2
270,Samsung Galaxy S21,Android,381,6.6,2160,69,1450,20,Male,4
202,iPhone 12,iOS,127,3.7,1153,35,314,37,Female,2
162,Xiaomi Mi 11,Android,53,1.9,526,15,112,42,Male,1
556,Xiaomi Mi 11,Android,201,4.9,1633,41,972,32,Female,3
402,Google Pixel 5,Android,97,2.7,612,36,508,53,Male,2
477,Google Pixel 5,Android,318,6.6,2089,77,1126,49,Female,4
106,Xiaomi Mi 11,Android,0,0,585,12,0,36,Male,1
566,Samsung Galaxy S21,Android,60,1.3,462,15,296,40,Male,1
390,Xiaomi Mi 11,Android,119,2.8,775,31,313,50,Female,2
2,OnePlus 9,Android,268,4.7,1331,42,944,47,Female,3
654,Samsung Galaxy S21,Android,49,1.2,365,19,144,29,Male,1
562,Xiaomi Mi 11,Android,121,2.1,1188,21,578,18,Male,2
81,OnePlus 9,Android,565,10.6,2475,99,1603,51,Female,5
206,Xiaomi Mi 11,Android,301,6.5,2084,71,1421,29,Male,4
35,Xiaomi Mi 11,Android,593,10.2,2499,81,1616,38,Female,5
509,Google Pixel 5,Android,267,5.9,1740,45,791,22,Male,3
428,OnePlus 9,Android,105,3.8,967,28,489,51,Male,2
455,iPhone 12,iOS,143,3.9,1160,24,398,45,Male,2
367,Xiaomi Mi 11,Android,516,11.6,2464,82,1767,29,Female,5
92,Google Pixel 5,Android,291,4.1,1474,46,827,32,Female,3
340,iPhone 12,iOS,64,1.2,590,13,155,30,Male,1
565,Xiaomi Mi 11,Android,290,4.4,1272,55,910,44,Male,3
346,iPhone 12,iOS,308,7.7,1974,73,1431,37,Female,4
242,Xiaomi Mi 11,Android,564,11.7,2764,81,2133,37,Female,5
14,Xiaomi Mi 11,Android,215,4.9,1662,43,857,43,Male,3
316,OnePlus 9,Android,74,2,320,11,103,55,Female,1
601,iPhone 12,iOS,325,6,2244,70,1296,30,Female,4
388,Samsung Galaxy S21,Android,72,1.3,461,13,199,32,Male,1
274,Google Pixel 5,Android,179,2.3,1014,32,588,38,Male,2
167,Google Pixel 5,Android,0,11.3,0,0,0,30,Male,5
695,Samsung Galaxy S21,Android,564,9.7,2422,83,1985,34,Female,5
647,Samsung Galaxy S21,Android,89,1.3,314,16,201,58,Female,1
485,iPhone 12,iOS,444,6,1873,61,1093,39,Female,4
684,Samsung Galaxy S21,Android,75,1.6,325,12,225,45,Male,1
505,Google Pixel 5,Android,493,8.5,2859,99,2450,47,Male,5
244,Samsung Galaxy S21,Android,451,6.5,2378,69,1341,44,Male,4
567,Google Pixel 5,Android,116,3.9,1132,26,498,35,Female,2
563,Google Pixel 5,Android,71,1.4,508,15,265,33,Female,1
190,Samsung Galaxy S21,Android,42,1.1,402,11,265,32,Female,1
476,Samsung Galaxy S21,Android,412,6.2,2201,68,1085,54,Female,4
511,Google Pixel 5,Android,241,5.3,1767,58,976,38,Female,3
59,Xiaomi Mi 11,Android,428,7,2306,75,1144,22,Male,4
475,Xiaomi Mi 11,Android,210,4.9,1657,55,765,49,Female,3
561,Samsung Galaxy S21,Android,408,6.2,2245,69,1103,38,Female,4
253,Google Pixel 5,Android,523,10.5,2460,99,1787,22,Male,5
22,OnePlus 9,Android,576,11.6,2803,82,1553,43,Female,5
314,Xiaomi Mi 11,Android,130,3,820,21,308,49,Female,2
460,OnePlus 9,Android,174,2.4,639,37,545,50,Male,2
161,Samsung Galaxy S21,Android,64,1.6,540,19,262,35,Female,1
277,Xiaomi Mi 11,Android,269,5.9,1666,42,629,32,Female,3
192,Google Pixel 5,Android,79,1.9,477,13,161,24,Male,1
386,iPhone 12,iOS,349,6.6,2041,78,1096,40,Female,4
414,iPhone 12,iOS,270,5,1532,51,957,35,Male,3
492,iPhone 12,iOS,152,3.7,948,22,507,53,Female,2
344,iPhone 12,iOS,290,6,1533,54,645,57,Female,3
309,iPhone 12,iOS,285,5.1,1226,57,666,20,Female,3
662,Xiaomi Mi 11,Android,138,3.1,947,29,545,48,Male,2
131,Google Pixel 5,Android,540,10.8,2923,90,1886,40,Male,5
664,Google Pixel 5,Android,469,6.4,1858,78,1297,55,Female,4
100,OnePlus 9,Android,225,5.5,1526,44,875,50,Female,3
373,Samsung Galaxy S21,Android,511,10.9,2514,91,2335,59,Female,5
88,Samsung Galaxy S21,Android,34,1.5,345,11,276,44,Male,1
459,iPhone 12,iOS,56,1,547,10,142,58,Female,1
331,Google Pixel 5,Android,233,4.6,1534,49,796,21,Female,3
215,iPhone 12,iOS,152,3.3,1175,29,461,42,Female,2
467,Samsung Galaxy S21,Android,414,7.3,2349,75,1092,51,Male,4
122,OnePlus 9,Android,529,8.7,2484,89,2189,39,Female,5
615,Samsung Galaxy S21,Android,106,4,1158,23,493,18,Male,2
21,Samsung Galaxy S21,Android,93,2.6,681,37,302,45,Female,2
72,iPhone 12,iOS,521,9,2902,97,1701,37,Male,5
107,Google Pixel 5,Android,152,2.7,642,38,596,55,Male,2
271,Xiaomi Mi 11,Android,426,6.5,1969,78,1266,53,Female,4
436,Xiaomi Mi 11,Android,105,3.4,798,21,467,34,Female,2
103,Google Pixel 5,Android,174,2.5,929,37,565,32,Female,2
